day,klass,length_m,geometry
sunday,kept,80.0,"-79.79015,40.43253 -79.78948,40.43304"
sunday,kept,59.7,"-79.78865,40.43368 -79.78815,40.43405"
sunday,kept,20.0,"-79.78543,40.4357 -79.78549,40.43588"
sunday,kept,19.9,"-79.77982,40.43717 -79.77958,40.43717"
sunday,kept,20.0,"-79.77867,40.43735 -79.77844,40.4374"
sunday,kept,40.0,"-79.77752,40.43756 -79.77706,40.43765"
sunday,kept,39.6,"-79.77082,40.43855 -79.77036,40.43854"
sunday,kept,160.0,"-79.76895,40.43864 -79.76707,40.43876"
sunday,kept,79.3,"-79.76309,40.43892 -79.76242,40.43844"
sunday,kept,19.8,"-79.75908,40.43663 -79.75885,40.43663"
sunday,kept,20.0,"-79.75838,40.43664 -79.75815,40.43663"
sunday,kept,79.1,"-79.75123,40.42753 -79.75031,40.4275"
sunday,kept,674.1,"-79.74893,40.42768 -79.74665,40.42738 -79.74609,40.42768 -79.74593,40.4282 -79.74597,40.4291 -79.74612,40.42922 -79.74888,40.42913"
sunday,kept,74.2,"-79.88676,40.44253 -79.88669,40.44241 -79.88603,40.4422"
sunday,kept,4410.1,"-79.87845,40.43971 -79.87586,40.43884 -79.87493,40.43875 -79.87399,40.43794 -79.87354,40.43711 -79.87284,40.43639 -79.87158,40.4356 -79.87205,40.43405 -79.87264,40.43287 -79.87334,40.43194 -79.87377,40.43073 -79.87429,40.43038 -79.87539,40.43008 -79.87555,40.42996 -79.8755,40.42981 -79.87425,40.42899 -79.87205,40.42665 -79.86955,40.42566 -79.86901,40.42531 -79.86824,40.42382 -79.86781,40.4234 -79.86655,40.42292 -79.86402,40.42247 -79.86185,40.42176 -79.86023,40.42103 -79.85933,40.42045 -79.85895,40.41981 -79.85879,40.4173 -79.85851,40.41662 -79.85828,40.4163 -79.85682,40.41577 -79.85785,40.41359 -79.85788,40.41306 -79.85763,40.41277 -79.85671,40.41262"
sunday,kept,20.0,"-79.84117,40.40103 -79.84116,40.40085"
sunday,kept,7721.1,"-79.82239,40.3877 -79.82206,40.38837 -79.82113,40.38918 -79.81959,40.39099 -79.81902,40.39345 -79.81927,40.39374 -79.82002,40.39417 -79.82112,40.39596 -79.82127,40.39666 -79.82084,40.39897 -79.821,40.39949 -79.82403,40.40225 -79.82505,40.40366 -79.8252,40.40436 -79.82589,40.40482 -79.82519,40.40595 -79.82498,40.40738 -79.82246,40.40755 -79.81874,40.40806 -79.81888,40.40909 -79.81883,40.41141 -79.81859,40.41228 -79.81809,40.41289 -79.8162,40.41423 -79.81378,40.41812 -79.81301,40.41878 -79.81237,40.419 -79.8098,40.41925 -79.80673,40.42091 -79.8045,40.42191 -79.80356,40.42192 -79.80118,40.42117 -79.80047,40.42113 -79.79932,40.4213 -79.79666,40.42204 -79.79245,40.42434 -79.79037,40.42456 -79.78976,40.42553 -79.78848,40.42682 -79.78581,40.43036 -79.7902,40.43247"
sunday,kept,79.4,"-79.79063,40.43212 -79.7902,40.43225 -79.78974,40.43218"
sunday,kept,399.7,"-79.78574,40.43033 -79.78339,40.43342"
sunday,added,1234.0,"-79.78328,40.43349 -79.78237,40.43333 -79.7803,40.43246 -79.77898,40.43148 -79.77806,40.43153 -79.77706,40.43191 -79.7768,40.43239 -79.77563,40.43328 -79.77449,40.43442 -79.77242,40.43613"
sunday,added,299.5,"-79.7719,40.4365 -79.76969,40.43784 -79.76925,40.43825"
sunday,kept,20.0,"-79.76914,40.43841 -79.76903,40.43857"
sunday,added,20.0,"-79.76936,40.43826 -79.76947,40.43811"
sunday,added,99.5,"-79.77161,40.43675 -79.77246,40.43615"
sunday,kept,40.0,"-79.78618,40.42997 -79.78643,40.42967"
sunday,kept,177.7,"-79.81891,40.40912 -79.81979,40.40894 -79.81956,40.40806"
sunday,kept,20.0,"-79.85828,40.4163 -79.85841,40.41645"
sunday,kept,39.9,"-79.87232,40.43606 -79.8727,40.43628"
sunday,kept,119.5,"-79.87636,40.43988 -79.87582,40.4393 -79.87544,40.43908"
sunday,kept,6195.2,"-79.87135,40.43549 -79.86632,40.43314 -79.86507,40.43232 -79.86444,40.43157 -79.8641,40.4309 -79.86322,40.42737 -79.86269,40.42657 -79.86194,40.42589 -79.8515,40.42065 -79.85012,40.41967 -79.84925,40.4186 -79.84757,40.41564 -79.84518,40.41319 -79.84476,40.41235 -79.84452,40.41093 -79.8442,40.41026 -79.84253,40.40876 -79.84135,40.40701 -79.83882,40.40513 -79.83706,40.40239 -79.83361,40.4005 -79.83156,40.40267 -79.82987,40.40502 -79.82851,40.40533 -79.8278,40.40534 -79.82664,40.40518 -79.82604,40.4049"
sunday,kept,8616.0,"-79.8251,40.40436 -79.82419,40.40379 -79.81761,40.40096 -79.81038,40.39635 -79.80749,40.39557 -79.80539,40.39535 -79.80472,40.39551 -79.8051,40.3932 -79.80956,40.39326 -79.80971,40.3932 -79.80971,40.39176 -79.80953,40.39173 -79.80906,40.39179 -79.80872,40.39203 -79.80865,40.3931 -79.80868,40.39326 -79.80962,40.39326 -79.80972,40.39243 -79.80967,40.39326 -79.80502,40.39316 -79.80471,40.39548 -79.80389,40.39543 -79.8039,40.39489 -79.80376,40.39482 -79.80187,40.39478 -79.80103,40.3945 -79.7994,40.39433 -79.79776,40.39446 -79.7969,40.39475 -79.79416,40.39615 -79.79368,40.39655 -79.79297,40.39747 -79.79242,40.39782 -79.79154,40.39804 -79.79013,40.39796 -79.78944,40.39807 -79.78677,40.39983 -79.78616,40.4001 -79.7835,40.40083 -79.77566,40.40217 -79.7752,40.40217 -79.77258,40.40065 -79.77087,40.39916 -79.76911,40.39747 -79.7668,40.39455 -79.76635,40.39353 -79.76607,40.39121 -79.76705,40.39098 -79.76684,40.38941"
sunday,kept,129.8,"-79.76682,40.38929 -79.76678,40.38893 -79.76577,40.38903"
sunday,added,180.0,"-79.76581,40.38921 -79.76604,40.39082"
sunday,kept,40.0,"-79.79818,40.3944 -79.79865,40.39442"
sunday,kept,598.2,"-79.79932,40.3946 -79.80412,40.39652 -79.80456,40.39659 -79.80468,40.39569"
sunday,kept,1313.5,"-79.80478,40.39553 -79.8073,40.39596 -79.8102,40.39673 -79.81719,40.40129 -79.81735,40.40131 -79.81765,40.40103"
sunday,kept,419.9,"-79.83961,40.40584 -79.84243,40.40894"
sunday,kept,60.0,"-79.84275,40.4092 -79.84326,40.40957"
sunday,kept,100.0,"-79.8444,40.4113 -79.84451,40.41219"
sunday,kept,60.0,"-79.84498,40.4132 -79.84537,40.41365"
sunday,kept,120.0,"-79.84566,40.41393 -79.84654,40.41478"
sunday,kept,40.0,"-79.84683,40.41506 -79.84709,40.41536"
sunday,kept,140.0,"-79.84735,40.41566 -79.84806,40.4168"
sunday,kept,20.0,"-79.84824,40.41713 -79.84833,40.41729"
sunday,kept,60.0,"-79.84915,40.41878 -79.8495,40.41925"
sunday,kept,40.0,"-79.84977,40.41955 -79.85006,40.41983"
sunday,kept,80.0,"-79.85053,40.42023 -79.85125,40.4207"
sunday,kept,60.0,"-79.85243,40.4213 -79.85303,40.42159"
sunday,kept,20.0,"-79.85422,40.42217 -79.85442,40.42227"
sunday,kept,100.0,"-79.85521,40.42266 -79.8562,40.42314"
sunday,kept,100.0,"-79.85699,40.42354 -79.85798,40.42403"
sunday,kept,60.0,"-79.85838,40.42422 -79.85897,40.42452"
sunday,kept,40.0,"-79.85937,40.42471 -79.85976,40.42491"
sunday,kept,60.0,"-79.86016,40.4251 -79.86075,40.4254"
sunday,kept,40.0,"-79.86115,40.42559 -79.86153,40.42581"
sunday,kept,40.0,"-79.8622,40.42631 -79.86248,40.4266"
sunday,kept,40.0,"-79.86294,40.42722 -79.86311,40.42756"
sunday,kept,80.0,"-79.86324,40.42791 -79.8634,40.42861"
sunday,kept,80.0,"-79.86357,40.4295 -79.86372,40.43021"
sunday,kept,40.0,"-79.86384,40.43074 -79.86397,40.43109"
sunday,kept,20.0,"-79.86413,40.43143 -79.86423,40.43159"
sunday,kept,119.9,"-79.86445,40.43191 -79.86532,40.43275"
sunday,kept,100.0,"-79.86567,40.43299 -79.86666,40.43348"
sunday,kept,60.0,"-79.86706,40.43367 -79.86766,40.43395"
sunday,kept,100.0,"-79.86847,40.43433 -79.86948,40.43479"
sunday,kept,20.0,"-79.86988,40.43498 -79.87008,40.43507"
sunday,kept,40.0,"-79.87089,40.43545 -79.87129,40.43564"
sunday,kept,4271.2,"-79.89532,40.4472 -79.90808,40.45145 -79.90836,40.45125 -79.91141,40.447 -79.91409,40.44637 -79.91552,40.44495 -79.91608,40.44464 -79.92045,40.44387 -79.92776,40.4441 -79.93121,40.44563 -79.93589,40.44521 -79.93874,40.44394"
sunday,kept,19.6,"-79.99443,40.43588 -79.9946,40.43601"
sunday,kept,19.7,"-79.99263,40.44143 -79.99273,40.44159"
sunday,kept,199.5,"-79.99515,40.44222 -79.99727,40.443"
sunday,kept,55.7,"-79.91222,40.44676 -79.91158,40.44676"
sunday,kept,3529.8,"-79.922,40.47959 -79.92222,40.47964 -79.92236,40.47951 -79.92373,40.47723 -79.91845,40.47522 -79.91842,40.4751 -79.91947,40.4731 -79.92482,40.4614 -79.92506,40.45979 -79.92535,40.45423 -79.92397,40.45195"
sunday,kept,369.1,"-79.9224,40.47943 -79.92028,40.47877 -79.92018,40.47893 -79.92031,40.47902 -79.92182,40.47952"
sunday,kept,3151.6,"-79.88423,40.44458 -79.88335,40.44624 -79.88474,40.4517 -79.90906,40.45728 -79.91031,40.45597"
sunday,kept,680.0,"-79.91264,40.45399 -79.92053,40.45291"
sunday,kept,200.0,"-79.96315,40.43716 -79.96153,40.43585"
sunday,kept,518.5,"-79.95643,40.4351 -79.95672,40.43462 -79.95838,40.43334 -79.95869,40.43175 -79.95923,40.43117"
sunday,kept,300.3,"-79.97624,40.42852 -79.97605,40.43031 -79.97723,40.43038"
sunday,kept,180.0,"-79.97744,40.43039 -79.9776,40.42877"
sunday,kept,40.0,"-79.95637,40.43527 -79.95625,40.43562"
sunday,added,98.3,"-79.95619,40.43579 -79.95615,40.43595 -79.95709,40.43594"
sunday,kept,59.7,"-79.95733,40.43594 -79.95803,40.43591"
sunday,kept,16.1,"-79.90915,40.45717 -79.909,40.45726"
sunday,kept,1234.8,"-79.91686,40.42601 -79.91922,40.42667 -79.91776,40.43027 -79.91903,40.43557"
sunday,added,200.0,"-79.91905,40.43575 -79.91929,40.43754"
sunday,kept,40.0,"-79.91931,40.43772 -79.91935,40.43807"
sunday,kept,439.8,"-79.91236,40.45399 -79.90972,40.4522 -79.90832,40.45154"
sunday,kept,5128.3,"-79.90125,40.44929 -79.89728,40.455 -79.89462,40.4617 -79.89405,40.46197 -79.89382,40.46193 -79.89246,40.46161 -79.89187,40.46133 -79.8885,40.46059 -79.88849,40.46131 -79.89073,40.46187 -79.89088,40.46252 -79.8917,40.46278 -79.8918,40.46346 -79.89468,40.46421 -79.89506,40.4644 -79.89511,40.46458 -79.89489,40.46487 -79.8935,40.4649 -79.89282,40.46506 -79.89102,40.46468 -79.89008,40.46465 -79.89011,40.46714 -79.89388,40.46693 -79.89434,40.467 -79.89492,40.46729 -79.89598,40.46868 -79.89596,40.46882 -79.89434,40.46987 -79.89247,40.47063 -79.89081,40.47238 -79.88983,40.47287 -79.88819,40.47303 -79.88796,40.47326 -79.88823,40.4732"
sunday,kept,19.9,"-79.88822,40.4732 -79.88834,40.47305"
sunday,kept,19.7,"-79.89271,40.46508 -79.89293,40.46503"
sunday,kept,220.0,"-79.91613,40.42791 -79.91686,40.42601"
sunday,kept,1176.6,"-79.94733,40.44719 -79.94763,40.44803 -79.94492,40.45051 -79.94104,40.45129 -79.93693,40.45266"
sunday,kept,1279.0,"-79.91736,40.45752 -79.91673,40.45806 -79.9156,40.46022 -79.91593,40.46163 -79.91629,40.4623 -79.91677,40.46291 -79.91854,40.46459 -79.92084,40.4655 -79.92262,40.46598"
sunday,kept,3598.3,"-79.92119,40.46974 -79.92697,40.47179 -79.93073,40.47327 -79.92717,40.48426 -79.92592,40.48533 -79.92588,40.48545 -79.92649,40.48595 -79.92487,40.48749 -79.92451,40.48809 -79.92066,40.48722 -79.92026,40.48737 -79.92001,40.48784 -79.91616,40.48697 -79.91508,40.48629"
sunday,kept,19.7,"-79.91371,40.48605 -79.9135,40.48611"
sunday,kept,2498.4,"-79.88288,40.48762 -79.88312,40.48867 -79.88303,40.48921 -79.8814,40.49219 -79.88128,40.49289 -79.88225,40.49604 -79.8836,40.4991 -79.88369,40.4992 -79.88528,40.49886 -79.88598,40.49894 -79.88757,40.49862 -79.88905,40.49807 -79.89101,40.49708 -79.89065,40.4967 -79.88969,40.49618 -79.88941,40.49591 -79.88927,40.49538 -79.8897,40.49456 -79.88927,40.49449 -79.88878,40.49506"
sunday,kept,18.7,"-79.8888,40.49523 -79.88899,40.49531"
sunday,kept,20.0,"-79.88928,40.4959 -79.8894,40.49606"
sunday,kept,20.0,"-79.88313,40.4886 -79.88316,40.48842"
sunday,kept,19.7,"-79.88302,40.48771 -79.88294,40.48754"
sunday,kept,39.3,"-79.91335,40.48652 -79.91378,40.48647"
sunday,kept,119.9,"-79.91444,40.48665 -79.9158,40.48694"
sunday,kept,1518.9,"-79.92657,40.48589 -79.92801,40.4847 -79.92807,40.48453 -79.93148,40.47407 -79.93133,40.47355 -79.93074,40.47326"
sunday,kept,20.0,"-79.92192,40.4657 -79.9217,40.46562"
sunday,kept,80.0,"-79.92127,40.46547 -79.92041,40.46518"
sunday,kept,40.0,"-79.9184,40.46427 -79.9181,40.46399"
sunday,kept,40.0,"-79.91724,40.46313 -79.91697,40.46284"
sunday,kept,20.0,"-79.91671,40.46254 -79.91659,40.46238"
sunday,kept,20.0,"-79.91639,40.46206 -79.9163,40.46189"
sunday,kept,40.0,"-79.91613,40.46156 -79.916,40.46121"
sunday,kept,40.0,"-79.91583,40.46051 -79.91575,40.46015"
sunday,kept,60.0,"-79.8781,40.44069 -79.87782,40.44118"
sunday,kept,1236.2,"-79.87725,40.44217 -79.87583,40.44463 -79.87444,40.44472 -79.8739,40.44528 -79.87127,40.44609 -79.86749,40.44904 -79.86705,40.44911"
sunday,added,2578.6,"-79.86681,40.44911 -79.86377,40.44925 -79.86272,40.45023 -79.86104,40.45218 -79.85905,40.45345 -79.85725,40.45715 -79.85678,40.45754 -79.85563,40.45817 -79.85401,40.45837 -79.84988,40.45763 -79.8487,40.45762 -79.84759,40.45789 -79.84368,40.45957"
sunday,kept,177.7,"-79.84349,40.45968 -79.84265,40.46028 -79.84249,40.46098"
sunday,added,9180.0,"-79.84246,40.46116 -79.84256,40.46222 -79.8432,40.46297 -79.84378,40.46328 -79.84596,40.46397 -79.8467,40.46465 -79.84685,40.46518 -79.84699,40.46841 -79.84797,40.47247 -79.84859,40.47439 -79.84852,40.47546 -79.8479,40.47598 -79.84617,40.4779 -79.84548,40.47795 -79.84368,40.47754 -79.84275,40.47763 -79.84019,40.47921 -79.8388,40.48043 -79.83752,40.48294 -79.83735,40.48652 -79.83697,40.4883 -79.83613,40.49016 -79.83643,40.49357 -79.83691,40.49768 -79.83744,40.49887 -79.83767,40.50155 -79.83794,40.50242 -79.83823,40.5027 -79.84021,40.50367 -79.84185,40.50378 -79.8432,40.50403 -79.84269,40.50868 -79.84342,40.51131 -79.8432,40.514 -79.84357,40.51408 -79.84262,40.52196 -79.84216,40.52335 -79.84101,40.52551 -79.84107,40.52563 -79.84376,40.52628 -79.84979,40.52875"
sunday,added,19.4,"-79.83151,40.54109 -79.83129,40.54106"
sunday,kept,340.0,"-79.83083,40.53857 -79.83473,40.53784"
sunday,kept,5468.4,"-79.86742,40.4492 -79.86812,40.45053 -79.86823,40.45106 -79.86788,40.4519 -79.86663,40.45267 -79.86686,40.45317 -79.86679,40.45368 -79.86704,40.45398 -79.86792,40.45422 -79.86933,40.45419 -79.87108,40.45507 -79.87246,40.45445 -79.87296,40.45407 -79.87338,40.45343 -79.87363,40.45255 -79.8738,40.45254 -79.87414,40.45278 -79.87433,40.4531 -79.87406,40.45414 -79.87441,40.45517 -79.87409,40.45564 -79.87327,40.45628 -79.87148,40.45668 -79.8709,40.45601 -79.87088,40.45565 -79.8711,40.45514 -79.87099,40.45502 -79.86944,40.45421 -79.8678,40.45421 -79.86714,40.45404 -79.86682,40.45377 -79.86685,40.45308 -79.86654,40.45268 -79.86474,40.45354 -79.86409,40.45405 -79.86376,40.4549 -79.86394,40.45669 -79.86418,40.45719 -79.86603,40.45949 -79.86635,40.46035 -79.86634,40.46107 -79.86574,40.46299 -79.86541,40.46567 -79.8655,40.46578 -79.86826,40.46625 -79.86988,40.46722 -79.87315,40.46683 -79.87364,40.46835 -79.87421,40.4689 -79.87452,40.46977 -79.87472,40.46985"
sunday,added,698.8,"-79.87495,40.46988 -79.87928,40.46905 -79.87983,40.46847 -79.88087,40.46805 -79.88252,40.46807"
sunday,kept,898.8,"-79.88275,40.46808 -79.8844,40.46816 -79.88662,40.46874 -79.88763,40.47055 -79.88915,40.47135 -79.88917,40.47188 -79.88882,40.47292"
sunday,kept,2170.4,"-79.89615,40.4689 -79.89719,40.47005 -79.89944,40.46952 -79.90347,40.46802 -79.90575,40.46924 -79.90719,40.46785 -79.91006,40.46702 -79.91447,40.46531 -79.91737,40.46347"
sunday,kept,259.9,"-79.92292,40.46073 -79.92569,40.46173"
sunday,kept,218.8,"-79.92621,40.46097 -79.92654,40.46051 -79.92831,40.46"
sunday,added,353.5,"-79.92853,40.45993 -79.9294,40.45967 -79.92942,40.45985 -79.92819,40.46193"
sunday,kept,213.8,"-79.92798,40.46225 -79.92773,40.46246 -79.92581,40.46177"
sunday,added,437.0,"-79.92198,40.46162 -79.9209,40.46125 -79.92072,40.4613 -79.91784,40.46317"
sunday,kept,20.0,"-79.91767,40.46329 -79.91748,40.4634"
sunday,kept,187.4,"-79.86606,40.46186 -79.86528,40.46179 -79.86516,40.46232 -79.86581,40.46245"
sunday,kept,99.7,"-79.8664,40.46098 -79.8664,40.46009"
sunday,kept,40.0,"-79.86552,40.45864 -79.86527,40.45834"
sunday,kept,40.0,"-79.86418,40.45695 -79.86402,40.45661"
sunday,kept,20.0,"-79.86823,40.45057 -79.86815,40.4504"
sunday,kept,3469.6,"-80.03053,40.51768 -80.02961,40.51779 -80.02542,40.51897 -80.02451,40.51794 -80.02389,40.51769 -80.02274,40.51757 -80.02227,40.51718 -80.02219,40.51683 -80.02244,40.51597 -80.02301,40.51519 -80.02598,40.51314 -80.02704,40.51218 -80.02756,40.51138 -80.02859,40.50918 -80.02925,40.50907 -80.02935,40.50896 -80.02975,40.50756 -80.02976,40.50702 -80.02953,40.50633 -80.02891,40.50557 -80.02637,40.50428 -80.0245,40.50291 -80.02309,40.50105 -80.02111,40.49952 -80.02034,40.49841"
sunday,kept,3491.7,"-80.0183,40.48937 -80.01627,40.48788 -80.01625,40.48681 -80.01543,40.48476 -80.01487,40.48443 -80.01372,40.48426 -80.01291,40.48362 -80.01293,40.48327 -80.0138,40.48201 -80.01311,40.48049 -80.0118,40.47977 -80.01237,40.47657 -80.01231,40.47604 -80.01202,40.47555 -80.01041,40.47426 -80.01033,40.47228 -80.0102,40.47195 -80.00878,40.47135 -80.00841,40.4705 -80.00838,40.46961 -80.00875,40.46916 -80.0097,40.46863 -80.01003,40.46705 -80.01157,40.46624 -80.01173,40.46554 -80.01128,40.46415 -80.01153,40.46387 -80.01221,40.46372"
sunday,kept,20.0,"-80.02885,40.50551 -80.02901,40.50565"
sunday,kept,19.3,"-80.02887,40.50907 -80.02866,40.50913"
sunday,kept,20.0,"-80.02218,40.51638 -80.0221,40.51655"
sunday,kept,79.7,"-80.02209,40.51725 -80.02236,40.51754 -80.02276,40.51772"
sunday,kept,19.8,"-80.02513,40.51881 -80.02531,40.51892"
sunday,kept,19.9,"-79.92105,40.46001 -79.92122,40.46013"
sunday,kept,1944.2,"-79.92783,40.4625 -79.93059,40.46349 -79.93412,40.45786 -79.93416,40.45723 -79.94422,40.45422"
sunday,kept,179.9,"-79.98517,40.43726 -79.98503,40.43888"
sunday,added,199.8,"-79.98502,40.43905 -79.98499,40.43959 -79.98576,40.4407"
sunday,kept,3275.1,"-79.98587,40.44086 -79.98598,40.44101 -79.98583,40.44111 -79.98088,40.44321 -79.98005,40.44384 -79.97655,40.44531 -79.97615,40.44519 -79.97564,40.44441 -79.97667,40.44398 -79.97621,40.44321 -79.97862,40.44212 -79.97898,40.44166 -79.979,40.4413 -79.97867,40.44084 -79.97727,40.44019 -79.97563,40.44017 -79.97355,40.441 -79.97313,40.44085 -79.97228,40.44023 -79.97159,40.43954 -79.97067,40.43967 -79.96977,40.44018 -79.97002,40.44068 -79.97,40.44158 -79.96963,40.44168 -79.96816,40.44284 -79.96614,40.44334 -79.96567,40.44289 -79.96516,40.44324 -79.96496,40.44313"
sunday,added,160.0,"-79.96477,40.44303 -79.96324,40.44219"
sunday,kept,399.2,"-79.96305,40.44208 -79.96035,40.44063 -79.95948,40.4398"
sunday,kept,1858.0,"-79.95201,40.4519 -79.95568,40.45793 -79.95598,40.4582 -79.95683,40.45851 -79.95711,40.45878 -79.95699,40.45912 -79.95279,40.46368 -79.95294,40.464 -79.95514,40.46563"
sunday,kept,2209.2,"-79.96218,40.46881 -79.96087,40.46984 -79.95786,40.47412 -79.95771,40.47445 -79.95756,40.47624 -79.9557,40.47831 -79.95377,40.48139 -79.95,40.48354 -79.94884,40.48279 -79.9484,40.48274 -79.94803,40.48293"
sunday,kept,337.8,"-79.94789,40.48306 -79.94744,40.48368 -79.94808,40.4844 -79.94971,40.48368"
sunday,kept,60.0,"-79.95487,40.46543 -79.95437,40.46506"
sunday,kept,19.9,"-79.95287,40.46392 -79.95291,40.46374"
sunday,kept,20.0,"-79.95434,40.4621 -79.95448,40.46195"
sunday,kept,40.0,"-79.95583,40.46048 -79.9561,40.46018"
sunday,kept,19.5,"-79.9573,40.45886 -79.95735,40.45869"
sunday,kept,20.0,"-79.98645,40.43851 -79.98647,40.43834"
sunday,added,243.4,"-79.98649,40.43816 -79.9866,40.43692 -79.98536,40.43685"
sunday,kept,2037.6,"-79.89636,40.46857 -79.89741,40.46718 -79.89802,40.46563 -79.89905,40.46466 -79.90418,40.46333 -79.90691,40.46192 -79.91043,40.46088 -79.91344,40.46041 -79.91518,40.46091 -79.91588,40.46081"
sunday,added,40.0,"-79.92936,40.45962 -79.92918,40.45928"
sunday,kept,478.8,"-79.9291,40.45912 -79.92895,40.45879 -79.93378,40.45734"
sunday,kept,2337.2,"-79.95202,40.45189 -79.95465,40.4511 -79.9583,40.44855 -79.95871,40.44837 -79.95941,40.44834 -79.96239,40.44887 -79.96475,40.44887 -79.96517,40.44872 -79.96902,40.44607 -79.97072,40.44544 -79.97252,40.44578 -79.97398,40.44518 -79.9761,40.44528"
sunday,kept,673.3,"-79.98605,40.44101 -79.98688,40.44068 -79.98757,40.44056 -79.99158,40.44053 -79.99099,40.43887"
sunday,kept,759.0,"-79.99251,40.43887 -79.99514,40.43809 -79.9956,40.43807 -80.00064,40.44003"
sunday,kept,945.3,"-79.99377,40.44162 -79.99317,40.44136 -79.99205,40.44162 -79.99088,40.44274 -79.99002,40.44154 -79.98733,40.44266 -79.98716,40.44264 -79.98602,40.44107"
sunday,kept,955.7,"-79.96287,40.44192 -79.96434,40.44052 -79.96805,40.44002 -79.96861,40.44033 -79.96869,40.44047 -79.96857,40.44062 -79.96578,40.44281"
sunday,kept,983.7,"-79.9651,40.44331 -79.96341,40.44456 -79.96252,40.44538 -79.96186,40.44555 -79.96093,40.44546 -79.96049,40.44559 -79.96021,40.44607 -79.95999,40.44713 -79.96016,40.4471 -79.96032,40.44677 -79.96025,40.44661 -79.9601,40.44666 -79.95985,40.44734 -79.95914,40.44778 -79.9588,40.44825"
sunday,kept,497.2,"-79.95775,40.44894 -79.95704,40.45027 -79.95679,40.45115 -79.95729,40.45149 -79.95923,40.45214"
sunday,added,260.0,"-79.95945,40.45222 -79.96225,40.45316"
sunday,kept,2011.9,"-79.96248,40.4532 -79.96292,40.45325 -79.96434,40.45229 -79.96489,40.45285 -79.96666,40.45319 -79.98295,40.44628"
sunday,added,180.0,"-79.98315,40.44619 -79.98501,40.44541"
sunday,kept,434.8,"-79.98522,40.44532 -79.9881,40.44409 -79.98732,40.44285"
sunday,kept,99.9,"-79.98998,40.44147 -79.98975,40.44115 -79.98966,40.44062"
sunday,kept,20.0,"-79.99101,40.43916 -79.99101,40.43898"
sunday,kept,810.9,"-79.96492,40.45288 -79.96193,40.45492 -79.96142,40.45433 -79.96151,40.4542 -79.96055,40.45341 -79.95847,40.45265 -79.95873,40.45215"
sunday,kept,39.9,"-79.96045,40.44564 -79.96087,40.44549"
sunday,kept,40.0,"-79.96388,40.44421 -79.96421,40.44396"
sunday,kept,20.0,"-79.96625,40.44246 -79.96641,40.44233"
sunday,kept,53.3,"-79.96858,40.44068 -79.96884,40.44049 -79.96867,40.44038"
sunday,kept,60.0,"-79.97619,40.44524 -79.97653,40.44571"
sunday,added,1273.0,"-79.97665,40.44587 -79.97665,40.446 -79.96512,40.45089 -79.96493,40.45099 -79.96435,40.45197"
sunday,kept,40.0,"-79.96508,40.45305 -79.96536,40.45334"
sunday,added,219.8,"-79.9655,40.45349 -79.96582,40.45396 -79.96605,40.45539"
sunday,kept,159.8,"-79.96605,40.45557 -79.96504,40.45677"
sunday,kept,1427.0,"-79.96748,40.46141 -79.96926,40.46023 -79.96989,40.46072 -79.97006,40.46069 -79.97829,40.45503 -79.97842,40.45491 -79.97747,40.45412 -79.97742,40.45395 -79.97775,40.4537"
sunday,added,120.0,"-79.97793,40.45358 -79.979,40.45287"
sunday,added,119.4,"-79.97935,40.45263 -79.97975,40.45222 -79.97948,40.45173"
sunday,kept,31.3,"-79.9933,40.44346 -79.9932,40.44332 -79.99304,40.44334"
sunday,kept,619.9,"-79.97494,40.45631 -79.96952,40.46005"
sunday,kept,1619.8,"-79.93071,40.46346 -79.92746,40.46885 -79.92385,40.47702"
sunday,added,275.2,"-79.82657,40.46487 -79.82775,40.46428 -79.82836,40.46378 -79.82853,40.46445"
sunday,kept,1774.5,"-79.82857,40.46463 -79.8286,40.4648 -79.8302,40.46472 -79.83108,40.46496 -79.83215,40.46566 -79.83305,40.46691 -79.83361,40.46724 -79.83475,40.46744 -79.83591,40.46732 -79.83758,40.46665 -79.83876,40.46577 -79.83959,40.46448 -79.83991,40.46344 -79.84091,40.46222 -79.84114,40.46135 -79.84248,40.46035"
sunday,kept,6674.6,"-79.84333,40.46007 -79.844,40.46021 -79.84514,40.46111 -79.84555,40.46128 -79.84743,40.46126 -79.8481,40.46141 -79.85258,40.4646 -79.85296,40.46481 -79.85365,40.4649 -79.85429,40.4647 -79.85642,40.46302 -79.85716,40.46258 -79.85965,40.46205 -79.86165,40.4615 -79.86234,40.46141 -79.8647,40.46143 -79.86789,40.46079 -79.87067,40.46119 -79.87137,40.46112 -79.87248,40.46082 -79.87322,40.46039 -79.87573,40.45824 -79.87779,40.45703 -79.87979,40.45526 -79.88091,40.45504 -79.88392,40.45549 -79.88596,40.45507 -79.88619,40.4551 -79.90179,40.45864 -79.90328,40.45815 -79.90469,40.45811 -79.90631,40.45835 -79.90928,40.45895 -79.9134,40.4603"
sunday,kept,20.0,"-79.97047,40.45939 -79.97065,40.45927"
sunday,kept,739.9,"-79.98702,40.44815 -79.9938,40.44396"
sunday,kept,79.8,"-79.9938,40.44379 -79.99315,40.44431"
sunday,kept,117.4,"-79.8809,40.45503 -79.88072,40.45472 -79.87997,40.4551"
sunday,kept,299.3,"-79.8286,40.46484 -79.8272,40.4655 -79.82614,40.46622 -79.82579,40.46599"
sunday,added,171.3,"-79.82561,40.46587 -79.82521,40.46553 -79.82567,40.46544 -79.82639,40.46498"
